"state","top_words","rank"
"filler","hi",1
"filler","hello",2
"MI","like",1
"MI","dont",2
"MI","get",3
"MI","can",4
"MI","love",5
"MI","one",6
"MI","day",7
"MI","happy",8
"MI","now",9
"MI","want",10
"MI","back",11
"MI","school",12
"MI","today",13
"MI","even",14
"MI","got",15
"MI","know",16
"MI","lol",17
"MI","time",18
"MI","going",19
"MI","people",20
"MI","better",21
"MI","always",22
"MI","good",23
"MI","really",24
"MI","thats",25
"MI","tomorrow",26
"MI","ass",27
"MI","see",28
"MI","youre",29
"MI","come",30
"MI","game",31
"MI","say",32
"MI","still",33
"MI","tonight",34
"MI","best",35
"MI","bitch",36
"MI","cant",37
"MI","getting",38
"MI","gonna",39
"MI","miss",40
"MI","right",41
"MI","someone",42
"MI","thank",43
"MI","wanna",44
"MI","way",45
"MI","life",46
"MI","tell",47
"MI","thanks",48
"MI","think",49
"MI","will",50
"MI","bad",51
"MI","birthday",52
"MI","call",53
"MI","damn",54
"MI","days",55
"MI","follow",56
"MI","home",57
"MI","ill",58
"MI","last",59
"MI","much",60
"MI","need",61
"MI","never",62
"MI","something",63
"MI","valentines",64
"MI","watching",65
"MI","year",66
"MI","anyone",67
"MI","black",68
"MI","closed",69
"MI","detroit",70
"MI","hot",71
"MI","job",72
"MI","little",73
"MI","live",74
"MI","look",75
"MI","make",76
"MI","real",77
"MI","whats",78
"MI","work",79
"MI","baby",80
"MI","everything",81
"MI","feeling",82
"MI","god",83
"MI","hate",84
"MI","michigan",85
"MI","mom",86
"MI","play",87
"MI","point",88
"MI","said",89
"MI","start",90
"MI","asked",91
"MI","bed",92
"MI","bout",93
"MI","cause",94
"MI","eat",95
"MI","end",96
"MI","enough",97
"MI","everyday",98
"MI","everyone",99
"MI","feel",100
"NV","vegas",1
"NV","like",2
"NV","love",3
"NV","las",4
"NV","day",5
"NV","cant",6
"NV","get",7
"NV","always",8
"NV","good",9
"NV","got",10
"NV","lol",11
"NV","now",12
"NV","want",13
"NV","back",14
"NV","job",15
"NV","one",16
"NV","people",17
"NV","thats",18
"NV","youre",19
"NV","dont",20
"NV","god",21
"NV","really",22
"NV","time",23
"NV","valentines",24
"NV","ass",25
"NV","black",26
"NV","happy",27
"NV","look",28
"NV","may",29
"NV","much",30
"NV","say",31
"NV","see",32
"NV","thanks",33
"NV","think",34
"NV","watch",35
"NV","better",36
"NV","come",37
"NV","even",38
"NV","feel",39
"NV","going",40
"NV","great",41
"NV","know",42
"NV","still",43
"NV","today",44
"NV","tonight",45
"NV","ugly",46
"NV","well",47
"NV","will",48
"NV","world",49
"NV","beautiful",50
"NV","bitch",51
"NV","can",52
"NV","didnt",53
"NV","doesnt",54
"NV","done",55
"NV","everyone",56
"NV","favorite",57
"NV","girls",58
"NV","healthcare",59
"NV","jobs",60
"NV","last",61
"NV","lasvegas",62
"NV","makes",63
"NV","man",64
"NV","need",65
"NV","next",66
"NV","night",67
"NV","pretty",68
"NV","real",69
"NV","something",70
"NV","sorry",71
"NV","stop",72
"NV","trying",73
"NV","ask",74
"NV","bay",75
"NV","best",76
"NV","birthday",77
"NV","bless",78
"NV","call",79
"NV","cool",80
"NV","curry",81
"NV","drinking",82
"NV","ever",83
"NV","face",84
"NV","follow",85
"NV","following",86
"NV","fun",87
"NV","heart",88
"NV","hospital",89
"NV","ill",90
"NV","isnt",91
"NV","maybe",92
"NV","mean",93
"NV","miss",94
"NV","mom",95
"NV","morning",96
"NV","never",97
"NV","peace",98
"NV","photo",99
"NV","please",100
"OK","dont",1
"OK","like",2
"OK","job",3
"OK","one",4
"OK","good",5
"OK","love",6
"OK","jobs",7
"OK","people",8
"OK","bad",9
"OK","cant",10
"OK","know",11
"OK","thats",12
"OK","will",13
"OK","back",14
"OK","best",15
"OK","come",16
"OK","day",17
"OK","now",18
"OK","today",19
"OK","tulsa",20
"OK","youre",21
"OK","actually",22
"OK","can",23
"OK","even",24
"OK","get",25
"OK","god",26
"OK","going",27
"OK","life",28
"OK","make",29
"OK","oklahoma",30
"OK","still",31
"OK","want",32
"OK","way",33
"OK","well",34
"OK","didnt",35
"OK","hate",36
"OK","man",37
"OK","music",38
"OK","need",39
"OK","never",40
"OK","night",41
"OK","something",42
"OK","talk",43
"OK","bless",44
"OK","call",45
"OK","dad",46
"OK","done",47
"OK","every",48
"OK","getting",49
"OK","girls",50
"OK","gonna",51
"OK","got",52
"OK","great",53
"OK","isnt",54
"OK","maybe",55
"OK","movie",56
"OK","nursing",57
"OK","oklahomacity",58
"OK","please",59
"OK","real",60
"OK","right",61
"OK","say",62
"OK","see",63
"OK","someone",64
"OK","thank",65
"OK","thanks",66
"OK","thing",67
"OK","tweetmyjobs",68
"OK","wanna",69
"OK","wanted",70
"OK","already",71
"OK","always",72
"OK","anyone",73
"OK","away",74
"OK","brother",75
"OK","bruh",76
"OK","cause",77
"OK","change",78
"OK","days",79
"OK","edmond",80
"OK","ever",81
"OK","everyone",82
"OK","everything",83
"OK","find",84
"OK","fine",85
"OK","follow",86
"OK","friends",87
"OK","fun",88
"OK","gushergxng",89
"OK","health",90
"OK","heart",91
"OK","hes",92
"OK","httptcowngvncxd",93
"OK","ill",94
"OK","ive",95
"OK","language",96
"OK","last",97
"OK","leave",98
"OK","little",99
"OK","making",100
"CT","get",1
"CT","now",2
"CT","love",3
"CT","like",4
"CT","lol",5
"CT","never",6
"CT","day",7
"CT","dont",8
"CT","got",9
"CT","job",10
"CT","right",11
"CT","time",12
"CT","today",13
"CT","happy",14
"CT","life",15
"CT","one",16
"CT","please",17
"CT","even",18
"CT","going",19
"CT","know",20
"CT","school",21
"CT","can",22
"CT","cant",23
"CT","follow",24
"CT","good",25
"CT","people",26
"CT","say",27
"CT","take",28
"CT","always",29
"CT","birthday",30
"CT","getting",31
"CT","need",32
"CT","night",33
"CT","want",34
"CT","way",35
"CT","work",36
"CT","ass",37
"CT","best",38
"CT","better",39
"CT","call",40
"CT","cause",41
"CT","control",42
"CT","favorite",43
"CT","funny",44
"CT","girl",45
"CT","god",46
"CT","httptcomchzvilm",47
"CT","httptcowgigeud",48
"CT","let",49
"CT","long",50
"CT","must",51
"CT","read",52
"CT","sleep",53
"CT","wanna",54
"CT","back",55
"CT","bitch",56
"CT","care",57
"CT","days",58
"CT","didnt",59
"CT","every",60
"CT","first",61
"CT","free",62
"CT","gonna",63
"CT","hate",64
"CT","help",65
"CT","hey",66
"CT","isnt",67
"CT","ive",68
"CT","josh",69
"CT","last",70
"CT","make",71
"CT","morning",72
"CT","movie",73
"CT","much",74
"CT","nothing",75
"CT","regain",76
"CT","start",77
"CT","still",78
"CT","think",79
"CT","tonight",80
"CT","year",81
"CT","youre",82
"CT","amazon",83
"CT","anxious",84
"CT","anyone",85
"CT","around",86
"CT","bed",87
"CT","break",88
"CT","come",89
"CT","crying",90
"CT","damn",91
"CT","drop",92
"CT","drunk",93
"CT","editors",94
"CT","education",95
"CT","ever",96
"CT","face",97
"CT","fliers",98
"CT","girls",99
"CT","great",100
"NY","new",1
"NY","like",2
"NY","get",3
"NY","love",4
"NY","dont",5
"NY","now",6
"NY","one",7
"NY","day",8
"NY","time",9
"NY","know",10
"NY","can",11
"NY","lol",12
"NY","good",13
"NY","happy",14
"NY","york",15
"NY","back",16
"NY","cant",17
"NY","got",18
"NY","people",19
"NY","want",20
"NY","going",21
"NY","much",22
"NY","come",23
"NY","nyc",24
"NY","even",25
"NY","really",26
"NY","see",27
"NY","thats",28
"NY","think",29
"NY","will",30
"NY","best",31
"NY","birthday",32
"NY","need",33
"NY","right",34
"NY","still",35
"NY","today",36
"NY","youre",37
"NY","say",38
"NY","someone",39
"NY","ever",40
"NY","great",41
"NY","last",42
"NY","first",43
"NY","thanks",44
"NY","ill",45
"NY","gonna",46
"NY","home",47
"NY","make",48
"NY","never",49
"NY","life",50
"NY","night",51
"NY","thing",52
"NY","hate",53
"NY","job",54
"NY","school",55
"NY","show",56
"NY","take",57
"NY","thank",58
"NY","watch",59
"NY","work",60
"NY","year",61
"NY","follow",62
"NY","girl",63
"NY","wait",64
"NY","real",65
"NY","always",66
"NY","class",67
"NY","everyone",68
"NY","feel",69
"NY","nigga",70
"NY","better",71
"NY","cold",72
"NY","give",73
"NY","live",74
"NY","morning",75
"NY","please",76
"NY","valentines",77
"NY","watching",78
"NY","well",79
"NY","aint",80
"NY","amazing",81
"NY","cause",82
"NY","check",83
"NY","days",84
"NY","ive",85
"NY","lmao",86
"NY","music",87
"NY","tonight",88
"NY","ass",89
"NY","beautiful",90
"NY","coming",91
"NY","didnt",92
"NY","getting",93
"NY","glad",94
"NY","grammys",95
"NY","pretty",96
"NY","stop",97
"NY","tell",98
"NY","way",99
"NY","week",100
"FL","like",1
"FL","love",2
"FL","get",3
"FL","day",4
"FL","dont",5
"FL","will",6
"FL","good",7
"FL","can",8
"FL","cant",9
"FL","one",10
"FL","time",11
"FL","now",12
"FL","want",13
"FL","know",14
"FL","back",15
"FL","youre",16
"FL","happy",17
"FL","job",18
"FL","got",19
"FL","need",20
"FL","new",21
"FL","see",22
"FL","lol",23
"FL","really",24
"FL","much",25
"FL","make",26
"FL","thats",27
"FL","today",28
"FL","best",29
"FL","going",30
"FL","way",31
"FL","life",32
"FL","people",33
"FL","always",34
"FL","girl",35
"FL","man",36
"FL","take",37
"FL","gonna",38
"FL","right",39
"FL","someone",40
"FL","still",41
"FL","wanna",42
"FL","jobs",43
"FL","night",44
"FL","think",45
"FL","birthday",46
"FL","feel",47
"FL","florida",48
"FL","getting",49
"FL","beach",50
"FL","even",51
"FL","ever",52
"FL","last",53
"FL","better",54
"FL","everything",55
"FL","first",56
"FL","follow",57
"FL","ill",58
"FL","let",59
"FL","look",60
"FL","mom",61
"FL","orlando",62
"FL","bad",63
"FL","miami",64
"FL","never",65
"FL","next",66
"FL","please",67
"FL","show",68
"FL","thank",69
"FL","thanks",70
"FL","thing",71
"FL","tonight",72
"FL","tweetmyjobs",73
"FL","come",74
"FL","friends",75
"FL","home",76
"FL","many",77
"FL","miss",78
"FL","morning",79
"FL","put",80
"FL","said",81
"FL","valentines",82
"FL","yall",83
"FL","year",84
"FL","yes",85
"FL","big",86
"FL","check",87
"FL","days",88
"FL","everyone",89
"FL","game",90
"FL","hard",91
"FL","hate",92
"FL","keep",93
"FL","made",94
"FL","nigga",95
"FL","ready",96
"FL","say",97
"FL","whats",98
"FL","aint",99
"FL","already",100
"NC","day",1
"NC","get",2
"NC","dont",3
"NC","like",4
"NC","love",5
"NC","can",6
"NC","will",7
"NC","better",8
"NC","good",9
"NC","got",10
"NC","lol",11
"NC","see",12
"NC","one",13
"NC","know",14
"NC","much",15
"NC","thats",16
"NC","time",17
"NC","back",18
"NC","cant",19
"NC","today",20
"NC","come",21
"NC","school",22
"NC","snow",23
"NC","weather",24
"NC","aint",25
"NC","make",26
"NC","night",27
"NC","way",28
"NC","yall",29
"NC","girl",30
"NC","going",31
"NC","happy",32
"NC","new",33
"NC","say",34
"NC","tonight",35
"NC","job",36
"NC","life",37
"NC","made",38
"NC","mom",39
"NC","now",40
"NC","think",41
"NC","tomorrow",42
"NC","best",43
"NC","getting",44
"NC","girls",45
"NC","gotta",46
"NC","man",47
"NC","something",48
"NC","valentines",49
"NC","wanna",50
"NC","work",51
"NC","youre",52
"NC","ass",53
"NC","bed",54
"NC","even",55
"NC","gonna",56
"NC","house",57
"NC","lmao",58
"NC","need",59
"NC","really",60
"NC","wait",61
"NC","watch",62
"NC","advisory",63
"NC","always",64
"NC","around",65
"NC","birthday",66
"NC","game",67
"NC","hope",68
"NC","ima",69
"NC","never",70
"NC","people",71
"NC","still",72
"NC","though",73
"NC","wont",74
"NC","big",75
"NC","god",76
"NC","hate",77
"NC","hell",78
"NC","high",79
"NC","home",80
"NC","jobs",81
"NC","let",82
"NC","okay",83
"NC","play",84
"NC","ready",85
"NC","show",86
"NC","trying",87
"NC","whats",88
"NC","another",89
"NC","away",90
"NC","bad",91
"NC","break",92
"NC","cause",93
"NC","city",94
"NC","family",95
"NC","find",96
"NC","first",97
"NC","food",98
"NC","fun",99
"NC","gone",100
"MA","like",1
"MA","dont",2
"MA","get",3
"MA","love",4
"MA","boston",5
"MA","can",6
"MA","day",7
"MA","good",8
"MA","will",9
"MA","job",10
"MA","back",11
"MA","now",12
"MA","right",13
"MA","think",14
"MA","yes",15
"MA","best",16
"MA","done",17
"MA","even",18
"MA","lol",19
"MA","one",20
"MA","say",21
"MA","see",22
"MA","snow",23
"MA","time",24
"MA","way",25
"MA","better",26
"MA","really",27
"MA","got",28
"MA","home",29
"MA","know",30
"MA","make",31
"MA","never",32
"MA","today",33
"MA","want",34
"MA","youre",35
"MA","going",36
"MA","need",37
"MA","night",38
"MA","people",39
"MA","report",40
"MA","bad",41
"MA","case",42
"MA","ever",43
"MA","every",44
"MA","ill",45
"MA","jobs",46
"MA","life",47
"MA","much",48
"MA","still",49
"MA","stupid",50
"MA","thats",51
"MA","always",52
"MA","closed",53
"MA","everyone",54
"MA","happy",55
"MA","iphone",56
"MA","next",57
"MA","old",58
"MA","school",59
"MA","someone",60
"MA","tonight",61
"MA","valentines",62
"MA","wanna",63
"MA","week",64
"MA","well",65
"MA","actually",66
"MA","car",67
"MA","follow",68
"MA","game",69
"MA","give",70
"MA","great",71
"MA","man",72
"MA","mbta",73
"MA","miss",74
"MA","new",75
"MA","niggas",76
"MA","opened",77
"MA","said",78
"MA","talk",79
"MA","tell",80
"MA","via",81
"MA","annoying",82
"MA","cant",83
"MA","check",84
"MA","didnt",85
"MA","first",86
"MA","hope",87
"MA","house",88
"MA","literally",89
"MA","take",90
"MA","thanks",91
"MA","told",92
"MA","tomorrow",93
"MA","tweetmyjobs",94
"MA","whats",95
"MA","alone",96
"MA","already",97
"MA","answer",98
"MA","away",99
"MA","birthday",100
"MO","love",1
"MO","like",2
"MO","get",3
"MO","job",4
"MO","want",5
"MO","dont",6
"MO","day",7
"MO","got",8
"MO","know",9
"MO","can",10
"MO","happy",11
"MO","jobs",12
"MO","now",13
"MO","lol",14
"MO","one",15
"MO","thank",16
"MO","cant",17
"MO","good",18
"MO","need",19
"MO","back",20
"MO","new",21
"MO","people",22
"MO","right",23
"MO","see",24
"MO","think",25
"MO","veteranjob",26
"MO","well",27
"MO","going",28
"MO","health",29
"MO","life",30
"MO","louis",31
"MO","time",32
"MO","tweetmyjobs",33
"MO","yeah",34
"MO","birthday",35
"MO","call",36
"MO","come",37
"MO","days",38
"MO","feel",39
"MO","girl",40
"MO","great",41
"MO","home",42
"MO","make",43
"MO","much",44
"MO","must",45
"MO","please",46
"MO","say",47
"MO","still",48
"MO","tonight",49
"MO","will",50
"MO","wish",51
"MO","work",52
"MO","youre",53
"MO","aint",54
"MO","anyone",55
"MO","best",56
"MO","care",57
"MO","check",58
"MO","city",59
"MO","dark",60
"MO","ever",61
"MO","feeling",62
"MO","first",63
"MO","game",64
"MO","guys",65
"MO","hate",66
"MO","hope",67
"MO","house",68
"MO","juice",69
"MO","late",70
"MO","night",71
"MO","nothing",72
"MO","okay",73
"MO","shes",74
"MO","since",75
"MO","snow",76
"MO","stop",77
"MO","thing",78
"MO","two",79
"MO","valentines",80
"MO","always",81
"MO","another",82
"MO","ass",83
"MO","bad",84
"MO","better",85
"MO","bros",86
"MO","bruh",87
"MO","church",88
"MO","didnt",89
"MO","die",90
"MO","dream",91
"MO","drink",92
"MO","even",93
"MO","everyone",94
"MO","forget",95
"MO","free",96
"MO","friend",97
"MO","friends",98
"MO","getting",99
"MO","hard",100
"TX","like",1
"TX","dont",2
"TX","love",3
"TX","lol",4
"TX","get",5
"TX","day",6
"TX","got",7
"TX","know",8
"TX","good",9
"TX","cant",10
"TX","one",11
"TX","need",12
"TX","can",13
"TX","now",14
"TX","see",15
"TX","job",16
"TX","time",17
"TX","back",18
"TX","want",19
"TX","today",20
"TX","never",21
"TX","thats",22
"TX","really",23
"TX","think",24
"TX","people",25
"TX","much",26
"TX","will",27
"TX","going",28
"TX","happy",29
"TX","still",30
"TX","right",31
"TX","youre",32
"TX","even",33
"TX","life",34
"TX","yall",35
"TX","take",36
"TX","tonight",37
"TX","always",38
"TX","hate",39
"TX","ass",40
"TX","jobs",41
"TX","getting",42
"TX","girl",43
"TX","make",44
"TX","new",45
"TX","texas",46
"TX","ever",47
"TX","feel",48
"TX","last",49
"TX","nigga",50
"TX","night",51
"TX","say",52
"TX","valentines",53
"TX","work",54
"TX","ill",55
"TX","man",56
"TX","best",57
"TX","great",58
"TX","bad",59
"TX","bitch",60
"TX","come",61
"TX","thank",62
"TX","wanna",63
"TX","well",64
"TX","birthday",65
"TX","something",66
"TX","stop",67
"TX","way",68
"TX","aint",69
"TX","play",70
"TX","school",71
"TX","houston",72
"TX","look",73
"TX","miss",74
"TX","tomorrow",75
"TX","tweetmyjobs",76
"TX","family",77
"TX","sleep",78
"TX","tho",79
"TX","wait",80
"TX","better",81
"TX","god",82
"TX","gonna",83
"TX","ive",84
"TX","ready",85
"TX","yeah",86
"TX","cause",87
"TX","game",88
"TX","hell",89
"TX","hope",90
"TX","let",91
"TX","lets",92
"TX","mom",93
"TX","baby",94
"TX","damn",95
"TX","didnt",96
"TX","guess",97
